Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview,cleaned_benefits,cleaned_sideEffects,cleaned_comments,combined_features,effectiveness_score
3004,cipro,9,Highly Effective,No Side Effects,urinary tract infection,The treatment benefits included rapid pain-relief from the UTI.  Pain and symptoms of the UTI disappeared after the first week.  The drug was taken to completion to prevent reoccurance.,0.0,0.0,treatment benefits included rapid pain relief uti pain symptoms uti disappeared first week drug taken completion prevent reoccurance,side effects drug minimal mainly consisted dry mouth,treatment included tablet twice daily well plenty fluids use drug supplemented cranberry juice intake 2 glasses per day,urinary tract infection Highly Effective,3.0
2759,xenical,8,Highly Effective,Mild Side Effects,contraception,contraception,0.0,0.0,contraception,reason felt emotional much going pill come across negative side effect would cry seeing scenic landscape mention charged situation similar side effects described friend also took marvelon moreover experienced enhanced libido perhaps effect reduced worrying getting pregnant,took daily 7 day break month period induced,contraception Highly Effective,3.0
2642,pravachol,10,Highly Effective,No Side Effects,ldl cholesterol,Initial LDL cholesterol reduced from 320 to 230 after 60 days. Continuing to take Pravastatin to further reduce LDL cholesterol.  HDL cholesterol is within normal range. Change in diet and weight reduction as recommended by Doctor is contributing to adjustment of cholesterol levels.,0.0,0.0,initial ldl cholesterol reduced 320 230 60 days continuing take pravastatin reduce ldl cholesterol hdl cholesterol within normal range change diet weight reduction recommended doctor contributing adjustment cholesterol levels,undetermined whether pravastatin responsible muscle pain diarrhea experiencing daily cronic back pain prior taking pravastatin muscle cramps significant joint pain chronic diarrhea began 07 2009 started taking pravastatin lab testing revealed cause,taking pravastatin 60 days lab tests performed test liver function cholesterol levels reviewing test results told continue taking pravastatin another 30 days get lab testing done doctor also advised exercise loose weight eat fruits vegetables less dairy meat lost 8 pounds committed regulation diet eliminated eating fast food restaurants,ldl cholesterol Highly Effective,3.0
3174,prednisone,10,Highly Effective,Moderate Side Effects,"relapsing remitting ms, possible neuro sarcoidosis","I felt so much better on the Prednisone, in the first 30 days, i could breathe easier and i did not get the severe dizzy spells i had been having",0.0,0.0,felt much better prednisone first 30 days could breathe easier get severe dizzy spells,first 30 days noticed severe heartburn tightening throat huge weight gain 20 pounds one month moon face sore tongue probably picked chest infection feeling generally lousy,diagnosed relapsing remitting ms december 09 betaseron work severe reaction injections site infections hospital stay treated iv solumedrol 5 days many blood tests etc blood work came elevated ace level doctors suspect sarcoidosis neuro put 60 mg prednisone daily 90 days meantime see rheumatoid doc rule condition prednisone unfortunately makes difficult diagnose wants start taper see happens start tests prednisone masks inflammation looking also bone density test discovered severe osteoporosis really sure going get drug pretty fast drug dangerous cause problems neuro obviously feels need sure scared long think right benefits weigh risks,"relapsing remitting ms, possible neuro sarcoidosis Highly Effective",3.0
431,imitrex,8,Highly Effective,Moderate Side Effects,daily migraines 2-3 times a day,nothing has worked in relieving my migraine pain but I took imitrex when I felt a migraine comming on and within a half hour my migraine was completely gone,0.0,0.0,nothing worked relieving migraine pain took imitrex felt migraine comming within half hour migraine completely gone,felt extremely dizzy short breath throat felt constricted also felt almost floating sensation took bed day side effects,take one pill onset headache go away take another take two 24hrs,daily migraines 2-3 times a day Highly Effective,3.0
3408,proscar,4,Moderately Effective,Mild Side Effects,hair loss,"hairloss slowed down a little compared to before, but every now and then it came back. it might be normal sheddign which some would say is a good thing. sex drive went down. i also felt i was developing man boobs, i dont know if this was just in my head but i felt as if my pecs lost some definition. i therefore stopped taking the medication last month. have yet to see improvement in sex drive but hope it will come soon",0.0,0.0,hairloss slowed little compared every came back might normal sheddign would say good thing sex drive went also felt developing man boobs dont know head felt pecs lost definition therefore stopped taking medication last month yet see improvement sex drive hope come soon,decreased sex drive,finasteride proscar prevent dht reach hair follicles,hair loss Moderately Effective,2.0
2288,lexapro,7,Considerably Effective,No Side Effects,anxiety,"The benefits of taking Lexapro, for me, were noticable within a few weeks at the very most. I wasn't as on edge. I wasn't as anxious. I haven't had any more anxiety attacks and Lexapro has helped me.",0.0,0.0,benefits taking lexapro noticable within weeks edge anxious anxiety attacks lexapro helped,personally side effects taking lexapro gained 5lbs starting also winter time seem gain 5 pounds around holidays anyway trouble taking spring think actual side effect much holiday food,never panic anxiety attack first one scared death another one doctor put lexapro take 10mg day increased,anxiety Considerably Effective,
3765,spironolactone,8,Considerably Effective,Moderate Side Effects,acne,Acne decreased significantly when used in combination with the antibiotic erythromycin. The addition of spironolactone cleared up the acne that seemed to be triggered by fluctuating hormone levels. It also increased breast size.,0.0,0.0,acne decreased significantly used combination antibiotic erythromycin addition spironolactone cleared acne seemed triggered fluctuating hormone levels also increased breast size,increase breast size also came extreme breast tenderness especially week menstrual flow,sprironolactone taken day combination antibiotic erythromycin clear acne triggered hormones antibiotic alone clear,acne Considerably Effective,
3742,lamictal,10,Highly Effective,Mild Side Effects,epilepsy,"Stopped seizure activity immediately, even during titration.  Occasional aura (pre-seziure activity which are actually seizures themselves), during high stress, or situations that trigger photosensitivity.",0.0,0.0,stopped seizure activity immediately even titration occasional aura pre seziure activity actually seizures high stress situations trigger photosensitivity,occasional confusion likened patient post ictus symptoms memory impairment benefits greatly outweigh side effects experienced,continue lamictal generic equivalent partial seizures seizure activity continues non existent starting medication,epilepsy Highly Effective,3.0
2856,albuterol,2,Marginally Effective,No Side Effects,chronic bronch/asthma,A little better than nothing.,0.0,0.0,little better nothing,none really work always left gasping although bad never clears beginning attack,go drs office treatment steroid pack requested another named inhaler got pro air currently looking online canada try find original albuteral inhaler factories truck engines exhaust hairsprays much actual damage inhaler comparitively speaking,chronic bronch/asthma Marginally Effective,1.0
106,celebrex,8,Considerably Effective,No Side Effects,pain,"I am an athlete, tennis pro and avid golfer. I experienced inflammation and swelling post knee surgery (tibia plateau fracture). Walking an 18 hole golf course can be painful for me, even after a year post surgery, I was in search of pain relief to continue playing a sport I love. Celebrex reduced my inflammation and stiffness and allowed me to play pain free.",0.0,0.0,athlete tennis pro avid golfer experienced inflammation swelling post knee surgery tibia plateau fracture walking 18 hole golf course painful even year post surgery search pain relief continue playing sport love celebrex reduced inflammation stiffness allowed play pain free,far experienced side effects bad serious reactions intestinal pains diarhhea nausea heard common side effects associated taking drug even upset stomach,taking celebrex five months pleased drug helped relieve stiffness pain bad side effects concerned taking drug daily basis extended term experience side effects lowered concern continue take see difference knee stiff difficult walk times tried naproxen celebrex works better,pain Considerably Effective,
2146,zyrtec,8,Considerably Effective,Moderate Side Effects,severe allergies,"When I started taking Zyrtec I had severe sore throat pain that I thought might be strep throat.  It turned out to be environmental allergies.  While I was taking Claritin for about a year, it wasn;t having any effect on these allergies.",0.0,0.0,started taking zyrtec severe sore throat pain thought might strep throat turned environmental allergies taking claritin year effect allergies,first started taking would get drowsy started splitting pill half taking 12 hours apart seemed help also noticed drastic decrease alcohol tolerance,took half 10 mg zyrtec tablet 2x day 2 months health insurance could get refill,severe allergies Considerably Effective,
1233,atarax,10,Highly Effective,No Side Effects,itching/psosiasis,"It calms down the need to scratch,,gives me the ability to sleep at night,,,it also relieves my alergy symptoms(cough,sneezing,running nose)in general,,it keeps me from going out of my mind...When I don't use itthe itching will drive me up the wall. It mellows my mood,allowing me to act and react with others..",0.0,0.0,calms need scratch gives ability sleep night also relieves alergy symptoms cough sneezing running nose general keeps going mind use itthe itching drive wall mellows mood allowing act react others,reading side affects listed website conclude sideaffects atarax,taking one two 25mg atarax 35 years,itching/psosiasis Highly Effective,3.0
1045,vyvanse,6,Highly Effective,Severe Side Effects,adhd (attention deficit hyperactive disorder),"It really helps me focus better than my previous ADHD meds. (Concerta 25mg) I am a very spontaneous person (Sometimes maybe slightly annoying) I really had trouble concentrating in school and remembering what we learned. I was always forgetful, but now after taking it a few days, I nearly never forget anything. And I remember the material covered in class.",0.0,0.0,really helps focus better previous adhd meds concerta 25mg spontaneous person sometimes maybe slightly annoying really trouble concentrating school remembering learned always forgetful taking days nearly never forget anything remember material covered class,side effects quite severe biggest worst effect constant chewing mostly without noticing said spontaneous spontaneous self decided buy pacifier shortly doctors appointment prescribed vyvanse taking vyvanse felt sudden urge chew anything ane everything including pacifier fingers cell phone worst cheeks could feel pain chewing cheeks could taste blood know caused know chewing cheeks point end day chewed cheeks tongue right side top lip quite badly also made lose intrest eating love eat need eat 85 lbs 5 1 school knew eat spent 30 minutes eating single cookie,9 18 11 prescribed 30 30mg vyvanse adhd take every morning common side effects loss appetite severe chewing geeked pretty bad usually organised person shortly school spent 5 hours cleaning binder room house etc,adhd (attention deficit hyperactive disorder) Highly Effective,3.0
515,tenormin,9,Highly Effective,No Side Effects,atrial frbulation,Immediate reliefe from my fribulation and a modest decline in blood preassure,0.0,0.0,immediate reliefe fribulation modest decline blood preassure,noticable side effects,experiencing atrial defribulation due excessive stress life events ie birth 1st son passing several family members new career path tenormin prescribed physician like throwing wet blanket crazy heartbeats taking 20 years swear word caution stop taking abruptly case symptons resume quickly,atrial frbulation Highly Effective,3.0
1736,topamax,7,Considerably Effective,Mild Side Effects,migraines,Significantly reduced migraines frequency and severity,0.0,0.0,significantly reduced migraines frequency severity,mild tingling sensation fingers toes several weeks starting occaissional problems remembering names lethargy taking addressed adjusting time dosage bedtime,sought treatment frequent severe migrains started getting migraines age 30 recent months 2 3 migrains week taking imitrex initial sign migrain eye aura limited effectiveness doctor recommended trying topamax first 2 months 2 migrains 4 last 18 months take 100mg bed makes relaxed sleep deeply occasionally find forgetting nouns proper names cognitive effect still able effective focused job,migraines Considerably Effective,
3245,nuvaring,1,Moderately Effective,Extremely Severe Side Effects,birth control,No Review,0.0,0.0,review,within 2 months developed deep vein thrombosis left leg pulmonary emboli lungs multiple blood clots lungs almost killed lucky live clot lodged parts lungs fatal,doctor inserted nuvaring office visit literature provided given easy opportunity read side effects discussion doctor side effects,birth control Moderately Effective,2.0
1689,claritin,1,Ineffective,No Side Effects,"allergies sneezing , watery runny nose",none,0.0,0.0,none,none,day sneezing continually runny nose secondary seasonal allergy medication stopped sneezing 4 hrs resumed continuous runny nose directions say take 1 every 24 hrs buy medication noticeable side effects except certainly work,"allergies sneezing , watery runny nose Ineffective",0.0
3834,lumigan,10,Highly Effective,Mild Side Effects,glucoma,"Reduced inner eye pressure which has slowed or possibly eliminated the disease. 
At the very least, the symptoms of glucoma immediately improved to normal and have remained at the normal range.",0.0,0.0,reduced inner eye pressure slowed possibly eliminated disease least symptoms glucoma immediately improved normal remained normal range,longer eye lashes darker eyes slight eye irritation,satisfied results taking lumigan eye pressure mid 20 dropped mid teen experiment stopped taking lumigan several months pressure went back 20 went back lumigan dropped mid teen preferred range eye pressure 10 20 15 considered optimal,glucoma Highly Effective,3.0
2539,lamisil,1,Ineffective,Severe Side Effects,fungal toenails,No Review,0.0,0.0,review,4th dose blurred double vision go evaluated opthalmologist family practioner neurologist since thought blurred vision result something else prescribed glasses extensive testing finally 3 1 2 weeks normal vision return contacted pharmacy drug manufacturer fda toxicologist none able tell long side effects would last grateful sight back drug market even 1 population visual disturbances hell see clearly submit many tests dependent others getting around take medication,review,fungal toenails Ineffective,0.0
635,seasonique,9,Highly Effective,Moderate Side Effects,birth control,"Very effective at preventing pregnancy.  Also regulated menstrual cycle length and helped relieve acne.  The best part is that you only menstruate 4 times a year, as opposed to 12 or 13.",0.0,0.0,effective preventing pregnancy also regulated menstrual cycle length helped relieve acne best part menstruate 4 times year opposed 12 13,first two months seasonique experienced rather severe depression uncontrollable mood swings also issues breast swelling tenderness spoke doctor advised side effects although uncommon almost always wore first months decided stick sure enough wore body grew accustomed medication,take one pill every day preferably around time,birth control Highly Effective,3.0
3057,isoniazid,7,Highly Effective,No Side Effects,tuberculosis,"While I did not have active Tuberculosis, I had tested positive.  Taking Isoniazid will prevent a future case of Tuberculosis from developing.",0.0,0.0,active tuberculosis tested positive taking isoniazid prevent future case tuberculosis developing,none although liver screenings required could drink alcohol also encouraged take b12 supplements,testing positive tuberculosis dr prescribed 6 month course isoniazid,tuberculosis Highly Effective,3.0
1975,lyrica,5,Considerably Effective,Moderate Side Effects,pain in my legs,relieved the pain,0.0,0.0,relieved pain,swelling weight gain fatigue,prescibed lyrica pain leg caused impinged nerve back since weight gain side effect medicine although releive pain made harder swelling back go end came lyrica immediately dropped 20 pounds nerve longer impinged,pain in my legs Considerably Effective,
1347,crestor,10,Highly Effective,No Side Effects,high colesteral,Lowered my colesteral from 225 to 156.  Excellant results,0.0,0.0,lowered colesteral 225 156 excellant results,side effects aware,take pill day,high colesteral Highly Effective,3.0
4054,amoxil,8,Highly Effective,Severe Side Effects,a boil,"the instructed me that by taking the antibiotic, it would surround the bacterias thus preventing further spread if the infections to other body parts.it really worked except that a nodule was left at the site of the boil. however, the drug gave me severe stomach aches due to gastritis before i went back to the physician to get some antiacids.",0.0,0.0,instructed taking antibiotic would surround bacterias thus preventing spread infections body parts really worked except nodule left site boil however drug gave severe stomach aches due gastritis went back physician get antiacids,anti acids,required take drug seven days took 5 days still worked,a boil Highly Effective,3.0
3868,levoxyl,10,Highly Effective,Mild Side Effects,hypothyroid,"Initially I had Graves, then became hypothryoid post-treatment.  While hypothyroid I gained weight, had hair loss, was fatigued, cold and miserable.  Getting on a correct dose of thyroid replacement is great.  My hair returned, I became more fit and active.",0.0,0.0,initially graves became hypothryoid post treatment hypothyroid gained weight hair loss fatigued cold miserable getting correct dose thyroid replacement great hair returned became fit active,much levothyroxine jittery weight loss emotional little difficulty bloating fatigue certainly drug monitored adjusted based lab levels side effects,began replacement 250mcg day rather quickly difficulty rapid heart rate dry hair skin emotionalness true took several months monitoring blood levels thyroid hormone monitoring syptoms adjusting doses find right dose stable current dose 3 years,hypothyroid Highly Effective,3.0
301,mirena,3,Highly Effective,Severe Side Effects,birth control,the treatment benefits were that i did not get pregnant nor did i get a period. occasional spotting but nothing a pantiliner couldn't handle.,0.0,0.0,treatment benefits get pregnant get period occasional spotting nothing pantiliner handle,side effects individual unfortunately know ones effect personal side effects horrible acne weight gain hair loss extreme irritability,like iud wait menstrual cycle start device inserted three months children born approximately one month later started noticing skin starting break really bad especially mid face neck chest back getting large cysts never even kid normal zits every never ones would leave scar treatments products help called obgyn told common side effect sorry well course next months stopped getting period would know period mood swings control would get angry nothing next day would get cramping started keeping track realized episodes happening every four weeks also never felt bloated swollen life sometimes wake fingers lines knuckles exercise helps still seem lose last 10 pounds spoken women similiar worse effects consensus always something negative happened got,birth control Highly Effective,3.0
3537,xanax-xr,8,Highly Effective,Mild Side Effects,anxiety rapid onset,"Xanax XR .5 once daily for 2 days. This med works within 20-30 mins. A good solution for fast anxiety relief, as opposed to waiting 2 weeks for it to ""settle"" into your system. I think I might have done fine with .25 instead of the .50.

However, just reading about other people's anxiety accounts and Xanax has given me anxiety!",0.0,0.0,xanax xr 5 daily 2 days med works within 20 30 mins good solution fast anxiety relief opposed waiting 2 weeks settle system think might done fine 25 instead 50 however reading people anxiety accounts xanax given anxiety,wee lethargic welcome feeling compared know dying hyperventilating definately tired maybe minor bowel disturbances concerned withdrawal plan take needed basis,xanax xr 5 daily 2 days,anxiety rapid onset Highly Effective,3.0
1828,yasmin,9,Considerably Effective,Mild Side Effects,cure for acne,"Well i started having acne by the age of 18, but it wasnt like normal acne,big and red, it would only stay on the surface of the skin and it was white,it was like little dots all over my face.I used all the creams you could imagine but none of them worked,or would work for a few days and the pimples would come back again. I went to this dermatologist and he said that what could be causing my acne is the hormones balance, (if you have too much feminine or masculine hormones it can cause acne)so he said i could try to take birth control pill to balance my hormones. and so i started. In the first month my acne got worse,but i still kept taking Yasmin(birth control pill), on the third month i started noticing that my skin was clearing from all those pimples.I have been taking it for more than 6 months now and i have no acne! sometimes one or two comes out but it goes away in 2 days.So Yasmin worked for me and could work for you too!",0.0,0.0,well started acne age 18 wasnt like normal acne big red would stay surface skin white like little dots face used creams could imagine none worked would work days pimples would come back went dermatologist said could causing acne hormones balance much feminine masculine hormones cause acne said could try take birth control pill balance hormones started first month acne got worse still kept taking yasmin birth control pill third month started noticing skin clearing pimples taking 6 months acne sometimes one two comes goes away 2 days yasmin worked could work,always bad blood circulation would feel legs little bit swallow,1 pill everyday time even first months see acne getting worse dont stop taking till forth month se difference,cure for acne Considerably Effective,
2714,omnitrope,7,Moderately Effective,No Side Effects,hgh deficiency & hiv,skin seems to be producing more collagen and DEFINITELY has better texture and appearance. The low dose of HGH is something that needs to be considered as it really border a theraputic level. The bad side is the cost...500 per month at 1 cc per day. For men I cant tell you how happy I am with the low dose testosterone / Nandrolone (Deca) combination ( 100 mg per week). And generally speaking isnsurance companies DO cover injectable testosterone.,0.0,0.0,skin seems producing collagen definitely better texture appearance low dose hgh something needs considered really border theraputic level bad side cost 500 per month 1 cc per day men cant tell happy low dose testosterone nandrolone deca combination 100 mg per week generally speaking isnsurance companies cover injectable testosterone,none,see,hgh deficiency & hiv Moderately Effective,2.0
3574,differin,8,Considerably Effective,Mild Side Effects,acne,"I have noticed a reduction in acne breakouts, particularly painful cysts.  I have also noticed improved skin appearance with more even skin tone.",0.0,0.0,noticed reduction acne breakouts particularly painful cysts also noticed improved skin appearance even skin tone,initially experienced mild facial redness lasted first three days treatment,apply differin gel per day treat facial acne noticed considerable reduction acne breakouts,acne Considerably Effective,
310,protopic,1,Ineffective,Moderate Side Effects,vaginal eczema,none,0.0,0.0,none,burns bad itching burning like worst eczema nightmare like heating pad left bare skin high heat long time paid 100 think go see gets better twice day miserable right putting first time morning 2 hours ago still hurting burning itching fire take caution applying small area work go school fml,absolutely following,vaginal eczema Ineffective,0.0
2248,zovirax,10,Highly Effective,No Side Effects,allergies,"Zovirax is a highly effective treatment of cold sores.  I take it in significantly higher dosages than the package indicates and 70% of the time, the cold sore diseappear within a day.",0.0,0.0,zovirax highly effective treatment cold sores take significantly higher dosages package indicates 70 time cold sore diseappear within day,never experienced side effects,basically take least 5 200 mg tablets found ointment effective tablets,allergies Highly Effective,3.0
1330,prevacid,5,Marginally Effective,Severe Side Effects,acid reflex,"supposed to stop acid reflex, which it did for 2 days",0.0,0.0,supposed stop acid reflex 2 days,congestion pressure within 2 hours taking morning dose 3rd day,taking omeprazole years took prilosec generic available prevacid contains 15 mg acid reducer whereas two contain 20 mg yet charging much others giving customer 25 less,acid reflex Marginally Effective,1.0
2711,prometrium,4,Marginally Effective,Mild Side Effects,perimenopause symptoms,"Decrease in panic attacks (maybe these were hot flashes ... but didn't feel ""hot""). Woke up less often at night from these same panic attacks.",0.0,0.0,decrease panic attacks maybe hot flashes feel hot woke less often night panic attacks,still headaches clear sinuses side effect persistent always problems sleep sure affected prometrium,oral medication presumably substance found topical natural progesterone cream,perimenopause symptoms Marginally Effective,1.0
2633,depo-provera,5,Highly Effective,Severe Side Effects,birth control,"it's admittedly very good at preventing pregnancy...
because well...it kinda stops the urge to have it.",0.0,0.0,admittedly good preventing pregnancy well kinda stops urge,constant back stomach cramps breakthrough bleeding really often made interest sex really really low developed dyspareunia painful intercourse made avoid sex made considerably depressed depression may may side effect definitely thing,one shot every 4 months fairly painless great form contraceptive basically makes abstinent side effects worth,birth control Highly Effective,3.0
4140,percocet,10,Highly Effective,No Side Effects,pain,The pill was very effective and i felt the relief from the pain considerably right after taking the pill,0.0,0.0,pill effective felt relief pain considerably right taking pill,medication cause drowsiness dizziness says label rest must taking medication better drive perform intensive activities right taking medication strong medication since petite physique think dose bit high felt light headed drowsy taking th epill must say pill job,pill prescribed recovering pain wisdom teeth extracted effective pain killer wisdom teeth extracted day excruciating pain anesthetic wore soon took thi smedication felt great relief prescribed 5 pills felt much better taking 3 1 every 4 hours,pain Highly Effective,3.0
1599,xanax,10,Highly Effective,No Side Effects,anxiety/trouble sleeping,"Reduces anxiety/worry. Really relaxes me and makes me feel much better and lets me sleep. I had major trouble falling asleep before taking this drug. Now I sleep like a baby. Very effective. Taken as prescribed there are no problems. A few idiots abuse this drug and thus the drug has gotten a bad rap unfortunately. Much better than SSRI's with way less side effects. It really makes me feel great. I take the .5 mg fast acting version, not the long acting version. This way it clears my system quicker and I can take it as needed and not worry about tolerance.",0.0,0.0,reduces anxiety worry really relaxes makes feel much better lets sleep major trouble falling asleep taking drug sleep like baby effective taken prescribed problems idiots abuse drug thus drug gotten bad rap unfortunately much better ssri way less side effects really makes feel great take 5 mg fast acting version long acting version way clears system quicker take needed worry tolerance,none,5 mg day needed,anxiety/trouble sleeping Highly Effective,3.0
1764,topamax,10,Highly Effective,Mild Side Effects,epilepsy,"I started Topamax right after approval due to ongoing generalized (Grand mal) seizures that were resistant to other drugs. My epileptologist was hoping this would be the one. We added it on to what I was currently taking at the time (tegratol and dilantin) and crossed our fingers. Guess what? After reaching 400mg a day- I went from having 3-4 generalized seizures A WEEK, to 3 TOTAL in many many years! Unfortunately, I continued having partial complex seizures until we found the Dilantin/Lamictal/Topamax combo (in the last 3 years) and I still have 1 or 2 of those a month.  I really owe my life to topamax. AWESOME drug. Awesome awesome awesome.",0.0,0.0,started topamax right approval due ongoing generalized grand mal seizures resistant drugs epileptologist hoping would one added currently taking time tegratol dilantin crossed fingers guess reaching 400mg day went 3 4 generalized seizures week 3 total many many years unfortunately continued partial complex seizures found dilantin lamictal topamax combo last 3 years still 1 2 month really owe life topamax awesome drug awesome awesome awesome,beginning remember getting topatingles tingling fingers hurt sometimes toes even lips lost lot weight stayed underweight category ever since memory vanished affectionately nicknamed drug stupimax dopamax got strange aches pains bones joints muscles sensitive sun heat sweat reduced frequently runny nose cough food tasted funny sex felt different bad different skin sensitive touch hearing overactive potassium kept testing deficient prescribed supplements hair also fell clumps went away got better time also found happening malnourished started drinking 56 80oz water day taking multivitamin biotin hair issue eating potassium rich foods healthy diet sudden side effects started vanish still dilantin side effects easy distinguish since 1985 topamax ones gone barring awhile bit loss words speaking love drug,take one 200mg tab morning one 200mg tab evening take brand name topamax generic one caused blood levels dive bit breakthrough seizure bad generic much cheaper,epilepsy Highly Effective,3.0
1102,effexor,7,Moderately Effective,Mild Side Effects,depression,"helped the depression initially, was far more positive during the years I took it, but the efficacy of the drug began to deteriate, and the onset of new side effects led me to try to live without the treatment",0.0,0.0,helped depression initially far positive years took efficacy drug began deteriate onset new side effects led try live without treatment,initially many loss concentration driving longer half hour periods eyes felt heavy felt like part brain shut struggled fall sleep time six years started get night sweats uncomfortable mood swings thought might hormaonal taking away drug symptoms alleviated,feel suffered fibromyalgia long time part reason depressd found hard deal pain feeling time two young children diagnosed condition understood condition better may managed fibromyalgia better pushing body hard felt frustrated managing everything better cycle depression continued come venlafaxine symptoms pain particularly morning returned manage better knowing symptomatic seriously damaging condition normal pace better longer demands young children easier like drug free although supplement fish oils 5 htp,depression Moderately Effective,2.0
908,paxil,2,Ineffective,Severe Side Effects,depression,No treatment benefits,0.0,0.0,treatment benefits,million shaking like crazy jaw clenching practically breaking teeth jaw chattering felt like watching insomnia blurred vision confusion stop thinking stay still,depression take 20mg day come try another work,depression Ineffective,0.0
645,seasonique,9,Highly Effective,Mild Side Effects,prevent menstral migranes,Experienced 1 migrane in the past year since on seasonique - before seasonique I was getting a migrane at least 6-7 times a year during periods.  Not missing time with my family every month or work.,0.0,0.0,experienced 1 migrane past year since seasonique seasonique getting migrane least 6 7 times year periods missing time family every month work,noticed light skin iritation take light skin iritation migrane day,review,prevent menstral migranes Highly Effective,3.0
3475,ambien-cr,10,Highly Effective,No Side Effects,can't sleep,Always feel refreshed and clear thinking the day after.  I feel much better than I do on days I don't take it.,0.0,0.0,always feel refreshed clear thinking day feel much better days take,none,take 3 days would love take every day sometimes take rozerem 2 days near effective,can't sleep Highly Effective,3.0
3214,cataflam,10,Highly Effective,No Side Effects,lower back pain,It eliminated the pain in my lower back for 8 hours at a time and after taking the full corse it seemed to have reduced the inflammation causing the pain.,0.0,0.0,eliminated pain lower back 8 hours time taking full corse seemed reduced inflammation causing pain,noticed side effects one time stomach ache medication associated stomach problems taken longer periods longest used 7 days,took medication 7 days lower back pain 2 times day,lower back pain Highly Effective,3.0
2970,niaspan,8,Considerably Effective,Mild Side Effects,cholesterol problems,"My cholesterol levels were terrible.  I was around 32 years old with, as the doctor said, ""the cholesterol of a 40 year old man.""  It may have been partly due to my crohn's disease (which was flaring) and the weird way my body was absorbing nutrients at the time. Over the past 4 years my HDL levels have been significantly higher, and my overall cholesterol has moved into the acceptable zone (though not as good as I wish it was)!",0.0,0.0,cholesterol levels terrible around 32 years old doctor said cholesterol 40 year old man may partly due crohn disease flaring weird way body absorbing nutrients time past 4 years hdl levels significantly higher overall cholesterol moved acceptable zone though good wish,niaspan high dose niacin vitamin b causes good amount flushing dose 1000mg cholesterol levels screwy holistic doctor time wanted avoid drugs considered harsh instructed take dose right went bed took first dose hour bed turned beet red amazing full body flush skin arms torso chest neck face flushed really hot really uncomfortable went lay try sleep get comfortable embarrassing guest staying us time 15 20 minutes flush subsided able fall asleep important literally take pill getting bed noticed flushing sort subconsciously asleep generally wake,started 1000mg stayed level 2 years moved changed doctors dose reduced 500mg night liver stats monitored another medication taking mercaptopurine relatively sure adverse liver effects drug,cholesterol problems Considerably Effective,
3385,baclofen,9,Considerably Effective,Moderate Side Effects,muscle pain and stiffness due to fibromyalgia,"Significant reduction in cramping, stiffness, and ""knots"" in muscles.",0.0,0.0,significant reduction cramping stiffness knots muscles,drowsiness somewhat impaired balance,prescribed baclofen number drugs treat muscle joint pain stiffness due fibromyalgia first began taking medication slept time much 22 hours day literally could stay awake may due drug sedating affect vast sleep deficit years pain insomnia produced time went slept less less dependent baclofen maintenance medication began save take slightly concentrated doses severe muscle spasm strain flare occurs happens frequently fibromyalgia patients noticed drug less effective used requiring higher doses treat level stiffness cramping,muscle pain and stiffness due to fibromyalgia Considerably Effective,
595,nitrofurantoin,5,Considerably Effective,Severe Side Effects,uti,Treated a UTI bactrim did not,0.0,0.0,treated uti bactrim,end 3rd day extreme dizziness sense room spinning wildly deep seated nausea vomiting 4th day serious 3rd uncertain finishing course 5th day wise even possible full time work,treatment includes option get refill would seek alternative cipro harsh gastro intestinal system bactrim apparently effective treating ongoing problem causing big problems,uti Considerably Effective,
2382,synthroid,10,Highly Effective,No Side Effects,hypothyroid,"correction of thinning of hair, feeling cold all of the time, weepiness and feeling emotional.  improvement in fingernails.  correction of insomnia",0.0,0.0,correction thinning hair feeling cold time weepiness feeling emotional improvement fingernails correction insomnia,none,take tablet daily empty stomach avoiding calcium two hours thyroid function tests least year,hypothyroid Highly Effective,3.0
260,ultram,8,Considerably Effective,Mild Side Effects,neck pain,"Tramadol was prescribed for severe neck pain due to a bone spur that had grown into a nerve root in my neck. It was the only drug that could give me any relieve before I had surgery to fuse the vertebrae between C6 and C7 in my neck. It did not eliminate the pain completely, but made it very tolerable.",0.0,0.0,tramadol prescribed severe neck pain due bone spur grown nerve root neck drug could give relieve surgery fuse vertebrae c6 c7 neck eliminate pain completely made tolerable,still continue side side effects decrease appetite,took 1 2 tablets three times day prior surgery surgery took continue take 1 2 pills day needed,neck pain Considerably Effective,
4034,tri-luma,3,Moderately Effective,Extremely Severe Side Effects,melasma,"My melasma improved considerably, which speaks to the efficacy of the treament because I only used it for 7 days.",0.0,0.0,melasma improved considerably speaks efficacy treament used 7 days,skin started flaking face application sites flaking similar normal dry skin symptoms also developed minor scabby areas eyes cheek application site corners mouth turned red became irritated annoying unbecoming,basically bought tri luma treat cosmetic issue helped relieve problem bit created additionaly cosmetic problems embarrassed redness mouth discoloration actually know worse know would recommend product normal skin would definitely recommend sensitive skin,melasma Moderately Effective,2.0
